Site,Place,Latitude,Longitude,Year,Microplastic_Level,pH_Level,Temperature
Sampiruhan,Sampiruhan,14.4,121.1,2018,1946.297,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,875.372,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1272.332,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,870.108,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,837.203,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1733.128,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,3052.013,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1485.664,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1762.707,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,695.809,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,3070.535,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,543.168,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,724.855,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1898.552,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,810.665,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,749.15,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1023.17,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,739.163,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1599.479,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1240.53,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1793.738,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1315.086,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1119.848,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1263.566,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1933.027,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,4180.587,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,894.183,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,790.089,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,4207.748,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,4326.225,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1216.233,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1272.402,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1768.086,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1741.358,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1071.281,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1128.728,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1896.161,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1760.05,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,914.052,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1516.339,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1771.601,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1068.717,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1049.909,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1042.055,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1155.474,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1251.08,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2670.165,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2326.527,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1914.479,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2894.492,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1774.536,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1698.143,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1645.373,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,3488.029,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1657.771,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,669.537,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1019.699,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1723.011,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1391.907,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1869.884,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1957.147,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,732.119,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1948.341,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2824.718,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1059.798,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1672.023,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1026.688,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2213.088,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1320.986,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1763.951,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2354.489,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1257.968,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1905.097,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1054.549,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1544.418,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1084.793,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1299.125,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,756.253,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1737.453,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1309.866,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,3578.864,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1030.743,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,607.394,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1401.81,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1936.943,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1053.361,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1523.566,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2314.877,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2210.417,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1621.449,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1135.628,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1220.991,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1887.195,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2073.79,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1182.077,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1845.376,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1031.128,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1531.041,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1434.358,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2274.91,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,931.495,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1603.286,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1968.718,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,975.864,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2016.636,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2337.905,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1827.254,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1278.308,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1380.995,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1691.511,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1520.85,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,364.571,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,447.344,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1418.486,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1026.706,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1522.691,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2292.375,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1620.138,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2489.558,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2642.253,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1156.169,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1039.415,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1973.476,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1330.544,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,752.078,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,744.579,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2338.362,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1292.066,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1033.674,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2276.737,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1742.605,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1791.471,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2426.901,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1613.484,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1036.072,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,910.685,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1646.082,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1442.933,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,944.577,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,664.941,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1523.096,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,711.004,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1135.502,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,977.214,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1859.182,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1426.447,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1606.458,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,666.98,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,992.561,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,622.576,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1152.89,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,733.246,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,584.923,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1110.616,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2327.033,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2106.035,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,728.303,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,944.731,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1612.195,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,573.34,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2131.341,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,769.492,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1221.932,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1302.325,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1703.649,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,3823.133,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1417.315,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1338.781,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1789.655,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1456.431,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2024.21,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1910.315,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,903.89,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1145.918,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1711.446,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1746.195,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1194.38,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1976.524,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1222.774,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1239.652,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1163.831,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1283.085,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,980.143,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,954.974,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,529.977,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2320.587,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2033.773,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1239.785,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1880.869,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1431.448,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1485.259,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1933.738,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,977.214,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1013.346,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1917.58,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1229.014,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1364.349,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,773.646,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2148.926,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1396.411,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1518.798,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1075.155,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1151.024,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2276.109,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1568.204,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,917.002,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1684.417,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,624.18,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,646.702,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,587.18,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2228.033,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1002.097,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1266.086,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,3748.064,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,718.106,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,869.928,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1071.081,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1828.036,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,519.512,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,898.431,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,521.529,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1108.793,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1206.084,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1001.318,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2127.802,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,457.402,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1566.951,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1165.242,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2033.407,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1370.966,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1103.352,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1468.306,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1381.941,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,763.744,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1549.556,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1306.528,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1818.745,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1256.792,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,812.065,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1719.978,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,792.951,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1689.79,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1014.211,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1015.865,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1562.313,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2770.614,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1118.995,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1004.272,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1268.42,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1042.234,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1673.959,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1478.647,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,708.277,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1554.738,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1393.506,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1065.146,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,602.298,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1127.981,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,972.528,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1542.973,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1250.759,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2058.475,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1322.802,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2116.3,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2462.174,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1117.927,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,838.302,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1156.417,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,802.292,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1612.986,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1282.807,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1900.492,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1984.28,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,637.77,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1183.15,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,806.394,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1171.746,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1684.311,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1047.624,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1042.712,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1182.906,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1532.09,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1531.763,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,962.055,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,743.468,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,3127.438,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1183.487,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1855.816,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2182.21,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,908.638,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2138.684,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1323.318,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,488.352,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1628.239,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,995.834,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,900.465,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1147.659,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1116.714,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,590.939,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,865.642,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1235.424,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2115.867,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1640.269,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1084.549,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,784.035,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,876.15,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1873.696,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1698.565,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1186.06,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1567.794,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1382.894,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1453.316,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,959.305,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1724.572,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1869.651,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1006.092,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1020.072,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2101.653,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1464.509,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,3300.008,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1529.268,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1560.11,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,779.322,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2106.366,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,981.325,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1370.362,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,930.598,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1395.352,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1601.876,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1727.65,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,916.933,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1641.437,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1116.696,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1345.721,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1550.014,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2316.929,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2382.604,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1920.883,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,865.236,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1441.721,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,876.914,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1581.811,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,527.863,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1578.72,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1185.721,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1302.287,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,963.387,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1141.413,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1119.64,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,440.259,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1559.849,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1453.454,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1763.422,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2423.452,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1580.479,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1461.436,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1788.543,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1777.579,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,2230.368,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1538.645,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,876.263,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1569.535,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1398.54,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1352.379,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1667.6,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,829.634,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1099.071,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1379.395,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,830.327,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1768.279,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,831.608,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,959.765,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1289.365,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,1271.898,,
Sampiruhan,Sampiruhan,14.4,121.1,2018,850.147,,
San Isidro,San Isidro,14.4,121.1,2018,3420.827,,
San Isidro,San Isidro,14.4,121.1,2018,2983.644,,
San Isidro,San Isidro,14.4,121.1,2018,3392.527,,
San Isidro,San Isidro,14.4,121.1,2018,2154.011,,
San Isidro,San Isidro,14.4,121.1,2018,2599.896,,
San Isidro,San Isidro,14.4,121.1,2018,2599.727,,
San Isidro,San Isidro,14.4,121.1,2018,659.081,,
San Isidro,San Isidro,14.4,121.1,2018,2305.296,,
San Isidro,San Isidro,14.4,121.1,2018,4782.463,,
San Isidro,San Isidro,14.4,121.1,2018,1175.727,,
San Isidro,San Isidro,14.4,121.1,2018,4162.603,,
San Isidro,San Isidro,14.4,121.1,2018,3191.851,,
San Isidro,San Isidro,14.4,121.1,2018,791.99,,
San Isidro,San Isidro,14.4,121.1,2018,958.904,,
San Isidro,San Isidro,14.4,121.1,2018,571.325,,
San Isidro,San Isidro,14.4,121.1,2018,790.716,,
San Isidro,San Isidro,14.4,121.1,2018,3796.937,,
San Isidro,San Isidro,14.4,121.1,2018,863.145,,
San Isidro,San Isidro,14.4,121.1,2018,803.114,,
San Isidro,San Isidro,14.4,121.1,2018,2250.957,,
San Isidro,San Isidro,14.4,121.1,2018,4486.937,,
San Isidro,San Isidro,14.4,121.1,2018,2889.677,,
San Isidro,San Isidro,14.4,121.1,2018,1007.216,,
San Isidro,San Isidro,14.4,121.1,2018,733.666,,
San Isidro,San Isidro,14.4,121.1,2018,2065.303,,
San Isidro,San Isidro,14.4,121.1,2018,1348.301,,
San Isidro,San Isidro,14.4,121.1,2018,1670.834,,
San Isidro,San Isidro,14.4,121.1,2018,1038.19,,
San Isidro,San Isidro,14.4,121.1,2018,949.823,,
San Isidro,San Isidro,14.4,121.1,2018,1349.862,,
San Isidro,San Isidro,14.4,121.1,2018,906.953,,
San Isidro,San Isidro,14.4,121.1,2018,860.285,,
San Isidro,San Isidro,14.4,121.1,2018,2216.917,,
San Isidro,San Isidro,14.4,121.1,2018,2202.329,,
San Isidro,San Isidro,14.4,121.1,2018,1730.263,,
San Isidro,San Isidro,14.4,121.1,2018,2388.229,,
San Isidro,San Isidro,14.4,121.1,2018,2448.033,,
San Isidro,San Isidro,14.4,121.1,2018,1258.052,,
San Isidro,San Isidro,14.4,121.1,2018,2064.93,,
San Isidro,San Isidro,14.4,121.1,2018,2138.333,,
San Isidro,San Isidro,14.4,121.1,2018,2333.846,,
San Isidro,San Isidro,14.4,121.1,2018,1622.973,,
San Isidro,San Isidro,14.4,121.1,2018,1025.45,,
